PaperID,RootPaperID,Title,Author,Year,DOI,Venue,Link,Publisher,Abstract,BibTeX,Basic-Testing4Quantum?,Basic-QSTAndEmpirical?
116,1,Distinguishing Quantum Software Bugs from Hardware Noise: A Statistical Approach,Ahmik Virani and Devraj and Anirudh Suresh and Lei Zhang and M V Panduranga Rao,2025.0,,ArXiv,https://arxiv.org/pdf/2507.20475,ArXiv,"Quantum computing in the Noisy Intermediate-Scale Quantum (NISQ) era presents significant challenges in differentiating quantum software bugs from hardware noise. Traditional debugging techniques from classical software engineering cannot directly resolve this issue due to the inherently stochastic nature of quantum computation mixed with noises from NISQ computers. To address this gap, we propose a statistical approach leveraging probabilistic metrics to differentiate between quantum software bugs and hardware noise. We evaluate our methodology empirically using well-known quantum algorithms, including Grover's algorithm, Deutsch-Jozsa algorithm, and Simon's algorithm. Experimental results demonstrate the efficacy and practical applicability of our approach, providing quantum software developers with a reliable analytical tool to identify and classify unexpected behavior in quantum programs.","@article{Virani2025DistinguishingQS,
  title={Distinguishing Quantum Software Bugs from Hardware Noise: A Statistical Approach},
  author={Ahmik Virani and Devraj and Anirudh Suresh and Lei Zhang and M. V. Panduranga Rao},
  journal={ArXiv},
  year={2025},
  volume={abs/2507.20475},
  url={https://api.semanticscholar.org/CorpusID:280323370}
}",[Y],[Y]
117,12,Context-Aware Unit Testing for Quantum Subroutines,Mykhailo Klymenko and Thong Hoang and Samuel A. Wilkinson and Bahar Goldozian and Suyu Ma and Xiwei Xu and Qinghua Lu and Muhammad Usman and Liming Zhu,2025.0,,ArXiv,https://arxiv.org/abs/2506.10348,ArXiv,"Software testing is a critical component of the classical software development lifecycle, and this principle is expected to hold true for quantum software as it evolves toward large-scale production and adherence to industry standards. Developing and testing quantum software presents unique challenges due to the non-deterministic nature of quantum information, the high dimensionality of the underlying Hilbert space, complex hardware noise, and the inherent non-local properties of quantum systems. In this work, we model quantum subroutines as parametrized quantum channels and explore the feasibility of creating practical unit tests using probabilistic assertions, combined with either quantum tomography or statistical tests. To address the computational complexity associated with unit testing in quantum systems, we propose incorporating context-awareness into the testing process. The trade-offs between accuracy, state space coverage, and efficiency associated with the proposed theoretical framework for quantum unit testing have been demonstrated through its application to a simple three-qubit quantum subroutine that prepares a Greenberger-Horne-Zeilinger state, as well as to subroutines within a program implementing Shor's algorithm.","@article{klymenko2025context,
  title={Context-Aware Unit Testing for Quantum Subroutines},
  author={Klymenko, Mykhailo and Hoang, Thong and Wilkinson, Samuel A and Goldozian, Bahar and Ma, Suyu and Xu, Xiwei and Lu, Qinghua and Usman, Muhammad and Zhu, Liming},
  journal={arXiv preprint arXiv:2506.10348},
  year={2025}
}",[Y],[Y]
118,24,"QITE: Assembly-Level, Cross-Platform Testing of Quantum Computing Platforms",Matteo Paltenghi and Michael Pradel,2025.0,,ArXiv,https://arxiv.org/abs/2503.17322,ArXiv,"Quantum computing platforms are susceptible to quantum-specific bugs (e.g., incorrect ordering of qubits or incorrect implementation of quantum abstractions), which are difficult to detect and require specialized expertise. The field faces challenges due to a fragmented landscape of platforms and rapid development cycles that often prioritize features over the development of robust platform testing frameworks, severely hindering the reliability of quantum software. To address these challenges, we present QITE, the first cross-platform testing framework for quantum computing platforms, which leverages QASM, an assembly-level representation, to ensure consistency across different platforms. QITE introduces the novel ITE process to generate equivalent quantum programs by iteratively (I)mporting assembly into platform representations, (T)ransforming via platform optimization and gate conversion, and (E)xporting back to assembly. It uses a crash oracle to detect failures during cross-platform transformations and an equivalence oracle to validate the semantic consistency of the final sets of assembly programs, which are expected to be equivalent by construction. We evaluate QITE on four widely-used quantum computing platforms: Qiskit, PennyLane, Pytket, and BQSKit, revealing 17 bugs, 14 of which are already confirmed or even fixed. Our results demonstrate QITE's effectiveness, its complementarity to existing quantum fuzzers in terms of code coverage, and its ability to expose bugs that have been out of reach for existing testing techniques.","@article{paltenghi2025qite,
  title={QITE: Assembly-Level, Cross-Platform Testing of Quantum Computing Platforms},
  author={Paltenghi, Matteo and Pradel, Michael},
  journal={arXiv preprint arXiv:2503.17322},
  year={2025}
}",[Y],[N]
119,1,"QuCheck: A Property-based Testing Framework for Quantum
Programs in Qiskit
","Property-based testing has been previously proposed for quantum programs in Q# with QSharpCheck; however, this implementation was limited in functionality, lacked extensibility, and was evaluated on a narrow range of programs using a single property. To address these limitations, we propose QuCheck, an enhanced property-based testing framework in Qiskit. By leveraging Qiskit and the broader Python ecosystem, QuCheck facilitates property construction, introduces flexible input generators and assertions, and supports expressive preconditions. We assessed its effectiveness through mutation analysis on five quantum programs (2-10 qubits), varying the number of properties, inputs, and measurement shots to assess their impact on fault detection and demonstrate the effectiveness of property-based testing across a range of conditions. Results show a strong positive correlation between the mutation score (a measure of fault detection) and number of properties evaluated, with a moderate negative correlation between the false positive rate and number of measurement shots. Among the most thorough test configurations, those evaluating three properties achieved a mean mutation score ranging from 0.90 to 0.92 across all five algorithms, with the false positive rate between 0 and 0.04. QuCheck identified 36.0% more faults than QSharpCheck, with execution time reduced by 81.1%, despite one false positive. These findings underscore the viability of property-based testing for verifying quantum systems.",2025.0,,ArXiv,https://arxiv.org/abs/2503.22641,ArXiv,"Property-based testing has been previously proposed for quantum programs in Q# with QSharpCheck; however, this implementation was limited in functionality, lacked extensibility, and was evaluated on a narrow range of programs using a single property. To address these limitations, we propose QuCheck, an enhanced property-based testing framework in Qiskit. By leveraging Qiskit and the broader Python ecosystem, QuCheck facilitates property construction, introduces flexible input generators and assertions, and supports expressive preconditions. We assessed its effectiveness through mutation analysis on five quantum programs (2-10 qubits), varying the number of properties, inputs, and measurement shots to assess their impact on fault detection and demonstrate the effectiveness of property-based testing across a range of conditions. Results show a strong positive correlation between the mutation score (a measure of fault detection) and number of properties evaluated, with a moderate negative correlation between the false positive rate and number of measurement shots. Among the most thorough test configurations, those evaluating three properties achieved a mean mutation score ranging from 0.90 to 0.92 across all five algorithms, with the false positive rate between 0 and 0.04. QuCheck identified 36.0% more faults than QSharpCheck, with execution time reduced by 81.1%, despite one false positive. These findings underscore the viability of property-based testing for verifying quantum systems.","@article{pontolillo2025qucheck,
  title={QuCheck: A Property-based Testing Framework for Quantum Programs in Qiskit},
  author={Pontolillo, Gabriel and Mousavi, Mohammad Reza and Grzesiuk, Marek},
  journal={arXiv preprint arXiv:2503.22641},
  year={2025}
}",[Y],[Y]
120,54,On testing and debugging quantum software,Andriy Miranskyy and Lei Zhang and Javad Doliskani,2021.0,,ArXiv,https://arxiv.org/abs/2103.09172,ArXiv,"Quantum computers are becoming more mainstream. As more programmers are starting to look at writing quantum programs, they need to test and debug their code. In this paper, we discuss various use-cases for quantum computers, either standalone or as part of a System of Systems. Based on these use-cases, we discuss some testing and debugging tactics that one can leverage to ensure the quality of the quantum software. We also highlight quantum-computer-specific issues and list novel techniques that are needed to address these issues. The practitioners can readily apply some of these tactics to their process of writing quantum programs, while researchers can learn about opportunities for future work.","@article{miranskyy2021testing,
  title={On testing and debugging quantum software},
  author={Miranskyy, Andriy and Zhang, Lei and Doliskani, Javad},
  journal={arXiv preprint arXiv:2103.09172},
  year={2021}
}",[Y],[N]
121,54,Proq: Projection-based runtime assertions for debugging on a quantum computer,Gushu Li and Li Zhou and Nengkun Yu and Yufei Ding and Mingsheng Ying and Yuan Xie,2019.0,,ArXiv,https://arxiv.org/abs/1911.12855,ArXiv,"In this paper, we propose Proq, a runtime assertion scheme for testing and debugging quantum programs on a quantum computer. The predicates in Proq are represented by projections (or equivalently, closed subspaces of the state space), following Birkhoff-von Neumann quantum logic. The satisfaction of a projection by a quantum state can be directly checked upon a small number of projective measurements rather than a large number of repeated executions. On the theory side, we rigorously prove that checking projection-based assertions can help locate bugs or statistically assure that the semantic function of the tested program is close to what we expect, for both exact and approximate quantum programs. On the practice side, we consider hardware constraints and introduce several techniques to transform the assertions, making them directly executable on the measurement-restricted quantum computers. We also propose to achieve simplified assertion implementation using local projection technique with soundness guaranteed. We compare Proq with existing quantum program assertions and demonstrate the effectiveness and efficiency of Proq by its applications to assert two ingenious quantum algorithms, the Harrow-Hassidim-Lloyd algorithm and Shor's algorithm.","@article{li2019proq,
  title={Proq: Projection-based runtime assertions for debugging on a quantum computer},
  author={Li, Gushu and Zhou, Li and Yu, Nengkun and Ding, Yufei and Ying, Mingsheng and Xie, Yuan},
  journal={arXiv preprint arXiv:1911.12855},
  year={2019}
}",[Y],[Y]
122,15,Quantum Circuits for Dynamic Runtime Assertions in Quantum Computation,"Liu, Ji and Byrd, Gregory T. and Zhou, Huiyang",2020.0,10.1145/3373376.3378488,Proceedings of the Twenty-Fifth International Conference on Architectural Support for Programming Languages and Operating Systems,https://dl.acm.org/doi/abs/10.1145/3373376.3378488,Association for Computing Machinery,"In this paper, we propose quantum circuits for runtime assertions, which can be used for both software debugging and error detection. Runtime assertion is challenging in quantum computing for two key reasons. First, a quantum bit (qubit) cannot be copied, which is known as the non-cloning theorem. Second, when a qubit is measured, its superposition state collapses into a classical state, losing the inherent parallel information. In this paper, we overcome these challenges with runtime computation through ancilla qubits, which are used to indirectly collect the information of the qubits of interest. We design quantum circuits to assert classical states, entanglement, and superposition states. Our experimental results show that they are effective in debugging as well as improving the success rate for various quantum algorithms on IBM Q quantum computers.","@inproceedings{10.1145/3373376.3378488,
author = {Liu, Ji and Byrd, Gregory T. and Zhou, Huiyang},
title = {Quantum Circuits for Dynamic Runtime Assertions in Quantum Computation},
year = {2020},
isbn = {9781450371025},
publisher = {Association for Computing Machinery},
address = {New York, NY, USA},
url = {https://doi.org/10.1145/3373376.3378488},
doi = {10.1145/3373376.3378488},
abstract = {In this paper, we propose quantum circuits for runtime assertions, which can be used for both software debugging and error detection. Runtime assertion is challenging in quantum computing for two key reasons. First, a quantum bit (qubit) cannot be copied, which is known as the non-cloning theorem. Second, when a qubit is measured, its superposition state collapses into a classical state, losing the inherent parallel information. In this paper, we overcome these challenges with runtime computation through ancilla qubits, which are used to indirectly collect the information of the qubits of interest. We design quantum circuits to assert classical states, entanglement, and superposition states. Our experimental results show that they are effective in debugging as well as improving the success rate for various quantum algorithms on IBM Q quantum computers.},
booktitle = {Proceedings of the Twenty-Fifth International Conference on Architectural Support for Programming Languages and Operating Systems},
pages = {1017–1030},
numpages = {14},
keywords = {runtime assertion, quantum computing},
location = {Lausanne, Switzerland},
series = {ASPLOS '20}
}",[Y],[Y]
123,81,AQUA: Analytics-driven quantum neural network (QNN) user assistance for software validation,"Park, Soohyun and Baek, Hankyul and Yoon, Jung Won and Lee, Youn Kyu and Kim, Joongheon",2024.0,https://doi.org/10.1016/j.future.2024.05.047,Future Generation Computer Systems,https://www.sciencedirect.com/science/article/pii/S0167739X24002796,Elsevier,"This paper proposes a novel analytics-driven user assistance software validation approach for quantum neural network (QNN) codes. The proposed analytics-driven QNN user assistance (AQUA) for software validation considers user interactive feedback for constructing efficient QNN software. Our proposed AQUA is based on dynamic software testing and analysis due to undetermined qubit states in QNN which is hard to be tracked via static software analysis. AQUA is for plotting gradient variances to determine whether the QNN software suffers from local minima situations, which are called barren plateaus in QNN. By utilizing AQUA software validation, the stability, feasibility, and explainability of QNN software can be tested. AQUA has been tested using real-world case study with quantum convolutional neural network software for point cloud data processing in autonomous driving applications.","@article{park2024aqua,
  title={AQUA: Analytics-driven quantum neural network (QNN) user assistance for software validation},
  author={Park, Soohyun and Baek, Hankyul and Yoon, Jung Won and Lee, Youn Kyu and Kim, Joongheon},
  journal={Future Generation Computer Systems},
  volume={159},
  pages={545--556},
  year={2024},
  publisher={Elsevier}
}",[Y],[Y]
124,81,EQuaTE: Efficient Quantum Train Engine for Runtime Dynamic Analysis and Visual Feedback in Autonomous Driving,"Park, Soohyun and Feng, Hao and Park, Chanyoung and Lee, Youn Kyu and Jung, Soyi and Kim, Joongheon",2023.0,10.1109/MIC.2023.3307395,IEEE Internet Computing,https://ieeexplore.ieee.org/abstract/document/10229500,IEEE Press,"This article proposes an efficient quantum train engine (EQuaTE), a novel development tool for quantum neural network (QNN) autonomous driving software, which plots gradient variances to confirm whether the QNN falls into local minima situations (called barren plateaus). Based on this runtime visualization, the stability and feasibility of QNN-based software can be tested during runtime operations of autonomous driving functionalities. This software testing of a QNN via dynamic analysis is essentially required due to undetermined probabilistic qubit states during runtime operations. Furthermore, an EQuaTE is capable of visual feedback because the barren plateaus can be identified at local autonomous driving platforms, and the corresponding information will be visualized at remotely connected cloud. Based on this visualized information at the cloud, the QNN, which is also stored at cloud, should be automatically reorganized and retrained for eliminating barren plateaus. Then, the trained parameters can be downloaded into the QNN of autonomous driving platforms.","@ARTICLE{10229500,
  author={Park, Soohyun and Feng, Hao and Park, Chanyoung and Lee, Youn Kyu and Jung, Soyi and Kim, Joongheon},
  journal={IEEE Internet Computing}, 
  title={EQuaTE: Efficient Quantum Train Engine for Runtime Dynamic Analysis and Visual Feedback in Autonomous Driving}, 
  year={2023},
  volume={27},
  number={5},
  pages={24-31},
  keywords={Autonomous vehicles;Visualization;Qubit;Training;Vehicle dynamics;Task analysis;Railway engineering;Runtime},
  doi={10.1109/MIC.2023.3307395}}
",[Y],[Y]
125,10,The Cost of Certainty: Shot Budgets in Quantum Program Testing,"Andriy Miranskyy
",2025.0,,ArXiv,https://arxiv.org/abs/2510.22418,ArXiv,"As quantum computing advances toward early fault-tolerant machines, testing and verification of quantum programs become urgent but costly, since each execution consumes scarce hardware resources. Unlike in classical software testing, every measurement must be carefully budgeted.
This paper develops a unified framework for reasoning about how many measurements are required to verify quantum programs. The goal is to connect theoretical error bounds with concrete test strategies and to extend the analysis from individual tests to full program-level verification.
We analyze the relationship between error probability, fidelity, trace distance, and the quantum Chernoff bound to establish fundamental shot count limits. These foundations are applied to three representative testing methods: the inverse test, the swap test, and the chi-square test. Both idealized and noisy devices are considered. We also introduce a program-level budgeting approach that allocates verification effort across multiple subroutines.
The inverse test is the most measurement efficient, the swap test requires about twice as many shots, and the chi-square test is easiest to implement but often needs orders of magnitude more measurements. In the presence of noise, calibrated baselines may increase measurement requirements beyond theoretical estimates. At the program level, distributing a global fidelity target across many fine-grained functions can cause verification costs to grow rapidly, whereas coarser decompositions or weighted allocations remain more practical.
The framework clarifies trade-offs among different testing strategies, noise handling, and program decomposition. It provides practical guidance for budgeting measurement shots in quantum program testing, helping practitioners balance rigour against cost when designing verification strategies.","@article{miranskyy2025cost,
  title={The Cost of Certainty: Shot Budgets in Quantum Program Testing},
  author={Miranskyy, Andriy},
  journal={arXiv preprint arXiv:2510.22418},
  year={2025}
}",[Y],[N]
